"SECCIO_CENSAL","HOMES","DONES","EDAT_0_A_14","EDAT_15_A_24","EDAT_25_A_64","EDAT_65_A_MES","NACIONALS","COMUNITARIS","ESTRANGERS","DATA_DADES"
"08035","2293","2127","436","480","3017","487","1677","110","2633","06-12-2020 11:00:04"
"08036","708","835","188","137","886","332","1180","30","333","06-12-2020 11:00:04"
"08037","694","890","186","137","863","398","1267","26","291","06-12-2020 11:00:04"
"08038","720","850","206","168","896","300","1185","24","361","06-12-2020 11:00:04"
"08039","746","817","206","141","852","364","1188","27","348","06-12-2020 11:00:04"
"08040","909","1016","309","166","1129","321","1530","28","367","06-12-2020 11:00:04"
"08041","1275","1354","471","318","1530","310","1632","51","946","06-12-2020 11:00:04"
"08042","556","704","128","105","602","425","1094","8","158","06-12-2020 11:00:04"
"08043","492","648","123","122","589","306","1021","16","103","06-12-2020 11:00:04"
"08044","623","702","174","127","773","251","999","34","292","06-12-2020 11:00:04"
"08045","883","906","251","177","1076","285","1249","57","483","06-12-2020 11:00:04"
"08046","645","791","173","134","830","299","1108","31","297","06-12-2020 11:00:04"
"08047","755","873","235","176","902","315","1106","42","480","06-12-2020 11:00:04"
"08048","461","526","129","94","528","236","878","9","100","06-12-2020 11:00:04"
"08049","584","665","162","126","694","267","1106","17","126","06-12-2020 11:00:04"
"08050","658","742","143","116","684","457","1263","29","108","06-12-2020 11:00:04"
"08051","648","695","213","131","735","264","1250","19","74","06-12-2020 11:00:04"
"08052","406","510","107","70","483","256","802","17","97","06-12-2020 11:00:04"
"08053","531","621","131","98","537","386","1063","23","66","06-12-2020 11:00:04"
"08054","746","936","153","158","826","545","1526","29","127","06-12-2020 11:00:04"
"08055","866","960","185","156","786","699","1691","26","109","06-12-2020 11:00:04"
"08056","712","781","150","157","796","390","1280","19","194","06-12-2020 11:00:04"
"08057","624","723","141","134","708","364","1154","33","160","06-12-2020 11:00:04"
"08058","756","870","173","160","905","388","1399","35","192","06-12-2020 11:00:04"
"08059","473","526","123","94","552","230","893","12","94","06-12-2020 11:00:04"
"08060","529","647","124","90","582","380","1107","14","55","06-12-2020 11:00:04"
"08061","801","855","191","152","873","440","1533","20","103","06-12-2020 11:00:04"
"08062","549","606","101","108","584","362","1093","8","54","06-12-2020 11:00:04"
"08063","509","565","83","80","480","431","1024","8","42","06-12-2020 11:00:04"
"08064","851","934","238","158","963","426","1637","25","123","06-12-2020 11:00:04"
"08065","918","889","330","233","1015","229","1372","61","374","06-12-2020 11:00:04"
"08066","807","833","270","201","942","227","1270","51","319","06-12-2020 11:00:04"
"08067","874","925","245","215","1019","320","1422","46","331","06-12-2020 11:00:04"
"08068","948","1027","303","222","1092","358","1424","38","513","06-12-2020 11:00:04"
"08069","751","821","200","158","916","298","1145","44","383","06-12-2020 11:00:04"
"08070","712","781","217","156","847","273","1094","42","357","06-12-2020 11:00:04"
"08071","854","907","235","187","988","351","1358","26","377","06-12-2020 11:00:04"
"08072","558","661","167","127","613","312","990","30","199","06-12-2020 11:00:04"
"08073","831","942","241","174","1078","280","1226","61","486","06-12-2020 11:00:04"
"08074","760","802","250","167","884","261","1108","43","411","06-12-2020 11:00:04"
"08075","891","1058","264","190","1105","390","1424","50","475","06-12-2020 11:00:04"
"08076","744","877","184","124","851","462","1308","37","276","06-12-2020 11:00:04"
"08077","673","783","211","155","803","287","1231","16","209","06-12-2020 11:00:04"
"08078","735","840","184","143","945","303","1152","53","370","06-12-2020 11:00:04"
"08079","680","772","197","158","838","259","1081","38","333","06-12-2020 11:00:04"
"08080","767","817","200","178","861","345","1184","43","357","06-12-2020 11:00:04"
"08081","818","891","281","186","976","266","1183","49","477","06-12-2020 11:00:04"
"08082","738","898","191","157","900","388","1243","33","360","06-12-2020 11:00:04"
"08083","617","721","180","119","747","292","985","44","309","06-12-2020 11:00:04"
"08084","524","636","144","97","604","315","973","15","172","06-12-2020 11:00:04"
"08085","719","766","184","170","861","270","1147","34","304","06-12-2020 11:00:04"
"08086","791","925","209","172","932","403","1350","54","312","06-12-2020 11:00:04"
"08087","588","670","160","106","674","318","1035","15","208","06-12-2020 11:00:04"
"08088","611","695","163","121","733","289","1056","29","221","06-12-2020 11:00:04"
"08089","577","661","164","106","689","279","972","32","234","06-12-2020 11:00:04"
"08090","568","651","148","112","646","313","1006","17","196","06-12-2020 11:00:04"
"08091","566","660","115","118","658","335","1003","24","199","06-12-2020 11:00:04"
"08092","482","531","112","85","490","326","865","11","137","06-12-2020 11:00:04"
"08093","633","651","170","127","683","304","1109","10","165","06-12-2020 11:00:04"
"08094","690","767","121","145","668","523","1294","28","135","06-12-2020 11:00:04"
"08095","518","561","108","106","520","345","986","17","76","06-12-2020 11:00:04"
"08096","732","810","211","155","855","321","1293","36","213","06-12-2020 11:00:04"
"08097","640","727","190","152","745","280","1148","22","197","06-12-2020 11:00:04"
"08098","602","667","148","151","703","267","1035","27","207","06-12-2020 11:00:04"
"08099","715","770","197","164","860","264","1131","59","295","06-12-2020 11:00:04"
"08100","591","709","154","114","739","293","1054","32","214","06-12-2020 11:00:04"
"08101","826","942","231","148","913","476","1500","18","250","06-12-2020 11:00:04"
"08102","679","889","168","146","818","436","1176","26","366","06-12-2020 11:00:04"
"08103","834","861","258","166","1037","234","1137","37","521","06-12-2020 11:00:04"
"08104","610","661","156","144","745","226","972","31","268","06-12-2020 11:00:04"
"08105","696","808","199","178","840","287","1161","23","320","06-12-2020 11:00:04"
"08106","620","657","181","169","706","221","840","35","402","06-12-2020 11:00:04"
"08107","929","1025","244","206","1130","374","1672","17","265","06-12-2020 11:00:04"
"08108","968","978","340","243","1135","228","1462","64","420","06-12-2020 11:00:04"
"08109","493","491","145","125","544","170","868","14","102","06-12-2020 11:00:04"
"08110","1024","1038","387","251","1168","256","1280","41","741","06-12-2020 11:00:04"
"08111","820","901","281","206","945","289","1162","34","525","06-12-2020 11:00:04"
"08112","872","884","300","199","974","283","1170","31","555","06-12-2020 11:00:04"
"08113","884","932","316","224","938","338","1264","29","523","06-12-2020 11:00:04"
"08114","1004","1038","328","233","1100","381","1414","29","599","06-12-2020 11:00:04"
"08115","885","907","294","199","997","302","1155","33","604","06-12-2020 11:00:04"
"08116","697","733","251","165","777","237","1183","34","213","06-12-2020 11:00:04"
"08215","681","901","298","136","831","317","1291","48","243","06-12-2020 11:00:04"
"09001","1457","1324","525","335","1598","323","1635","75","1071","06-12-2020 11:00:04"
"09002","1074","1090","350","258","1241","315","1412","82","670","06-12-2020 11:00:04"
"09003","1150","1067","373","250","1224","370","1497","73","647","06-12-2020 11:00:04"
"09004","806","796","221","191","916","274","1130","38","434","06-12-2020 11:00:04"
"09005","874","906","282","179","1035","284","1448","59","273","06-12-2020 11:00:04"
"09006","639","642","207","123","728","223","1110","27","144","06-12-2020 11:00:04"
"09007","671","725","212","177","798","209","1133","16","247","06-12-2020 11:00:04"
"09008","945","928","504","192","1069","108","1733","34","106","06-12-2020 11:00:04"
"09009","705","750","257","149","717","332","1325","17","113","06-12-2020 11:00:04"
"09010","879","945","218","191","967","448","1655","16","153","06-12-2020 11:00:04"
"09011","837","865","243","187","917","355","1479","24","199","06-12-2020 11:00:04"
"09013","974","1077","360","230","1171","290","1569","41","441","06-12-2020 11:00:04"
"09014","1665","1364","357","327","1985","360","1560","104","1365","06-12-2020 11:00:04"
"09015","893","959","257","207","1083","305","1405","56","391","06-12-2020 11:00:04"
"09016","628","721","125","122","788","314","1280","16","53","06-12-2020 11:00:04"
"09017","741","801","207","172","881","282","1397","34","111","06-12-2020 11:00:04"
"09018","722","782","203","130","814","357","1421","18","65","06-12-2020 11:00:04"
"09019","1333","1396","417","221","1584","507","2543","54","132","06-12-2020 11:00:04"
"09020","525","627","103","102","597","350","1061","18","73","06-12-2020 11:00:04"
"09021","660","722","164","113","764","341","1233","41","108","06-12-2020 11:00:04"
"09022","621","674","170","121","704","300","1168","33","94","06-12-2020 11:00:04"
"09023","611","624","172","116","708","239","1130","40","65","06-12-2020 11:00:04"
"09024","523","655","159","95","634","290","1089","22","67","06-12-2020 11:00:04"
"09025","560","666","163","95","708","260","1086","29","111","06-12-2020 11:00:04"
"09026","736","814","168","120","862","400","1404","35","111","06-12-2020 11:00:04"
"09027","628","686","121","107","695","391","1225","17","72","06-12-2020 11:00:04"
"09028","781","827","318","198","886","206","1576","14","18","06-12-2020 11:00:04"
"09029","540","597","124","95","599","319","1030","22","85","06-12-2020 11:00:04"
"09030","684","780","255","121","797","291","1382","19","63","06-12-2020 11:00:04"
"09031","587","608","209","168","619","199","1129","19","47","06-12-2020 11:00:04"
"09032","1044","1184","427","226","1290","285","1925","48","255","06-12-2020 11:00:04"
"09033","1564","1678","409","258","1891","684","2777","96","369","06-12-2020 11:00:04"
"09034","662","761","137","130","733","423","1219","25","179","06-12-2020 11:00:04"
"09035","759","843","182","135","887","398","1395","41","166","06-12-2020 11:00:04"
"09036","663","751","147","116","741","410","1317","21","76","06-12-2020 11:00:04"
"09037","805","800","179","188","873","365","1255","21","329","06-12-2020 11:00:04"
"09038","823","951","269","142","984","379","1622","31","121","06-12-2020 11:00:04"
"09039","726","822","170","133","904","341","1410","34","104","06-12-2020 11:00:04"
"09040","745","852","250","130","906","311","1409","44","144","06-12-2020 11:00:04"
"09041","631","740","181","118","735","337","1256","36","79","06-12-2020 11:00:04"
"09042","570","690","138","98","730","294","1112","40","108","06-12-2020 11:00:04"
"09043","618","728","160","115","741","330","1157","50","139","06-12-2020 11:00:04"
"09044","735","773","194","140","856","318","1338","43","127","06-12-2020 11:00:04"
"09045","665","774","190","123","792","334","1316","18","105","06-12-2020 11:00:04"
"09046","634","694","159","90","758","321","1197","36","95","06-12-2020 11:00:04"
"09047","772","859","207","133","981","310","1470","38","123","06-12-2020 11:00:04"
"09048","640","750","169","110","725","386","1265","25","100","06-12-2020 11:00:04"
"09049","615","726","160","114","737","330","1114","20","207","06-12-2020 11:00:04"
"09050","727","807","180","127","870","357","1351","46","137","06-12-2020 11:00:04"
"09051","606","654","140","115","698","307","1104","53","103","06-12-2020 11:00:04"
"09052","570","637","142","93","685","287","1073","42","92","06-12-2020 11:00:04"
"09053","737","862","197","127","851","424","1444","47","108","06-12-2020 11:00:04"
"09054","510","606","121","93","584","318","995","25","96","06-12-2020 11:00:04"
"09055","832","936","236","129","868","535","1454","41","273","06-12-2020 11:00:04"
"09056","559","614","94","73","590","416","1030","20","123","06-12-2020 11:00:04"
"09057","803","875","185","159","941","393","1308","69","301","06-12-2020 11:00:04"
"09058","700","830","264","148","868","250","1317","38","175","06-12-2020 11:00:04"
"09059","677","723","188","110","763","339","1217","48","135","06-12-2020 11:00:04"
"09060","616","739","151","121","768","315","1167","47","141","06-12-2020 11:00:04"
"09061","807","860","258","181","882","346","1498","38","131","06-12-2020 11:00:04"
"09062","635","704","223","105","782","229","1144","52","143","06-12-2020 11:00:04"
"09063","554","605","134","99","680","246","1028","46","85","06-12-2020 11:00:04"
"09064","551","611","116","88","660","298","1051","23","88","06-12-2020 11:00:04"
"09065","979","1121","225","189","1167","519","1696","60","344","06-12-2020 11:00:04"
"09066","686","764","177","113","834","326","1281","49","120","06-12-2020 11:00:04"
"09067","700","838","175","118","894","351","1229","58","251","06-12-2020 11:00:04"
"09068","764","804","190","133","873","372","1375","45","148","06-12-2020 11:00:04"
"09069","411","507","112","77","477","252","786","9","123","06-12-2020 11:00:04"
"09070","783","955","191","161","970","416","1325","58","355","06-12-2020 11:00:04"
"09071","884","1053","208","164","1071","494","1548","57","332","06-12-2020 11:00:04"
"09072","685","803","179","122","840","347","1121","71","296","06-12-2020 11:00:04"
"09073","729","799","121","134","870","403","1331","36","161","06-12-2020 11:00:04"
"09074","791","906","216","165","936","380","1439","76","182","06-12-2020 11:00:04"
"09075","766","822","197","149","914","328","1269","50","269","06-12-2020 11:00:04"
"09076","675","811","193","111","892","290","1262","44","180","06-12-2020 11:00:04"
"09077","735","902","205","140","927","365","1379","62","196","06-12-2020 11:00:04"
"09078","672","764","148","134","848","306","1183","52","201","06-12-2020 11:00:04"
"09079","793","872","180","154","936","395","1418","50","197","06-12-2020 11:00:04"
"09080","648","711","151","111","763","334","1142","55","162","06-12-2020 11:00:04"
"09081","823","942","221","156","1006","382","1470","60","235","06-12-2020 11:00:04"
"09082","961","1083","278","187","1227","352","1633","104","307","06-12-2020 11:00:04"
"09083","756","842","204","143","858","393","1343","59","196","06-12-2020 11:00:04"
"09084","840","937","211","141","1037","388","1454","94","229","06-12-2020 11:00:04"
"09085","841","979","211","169","1054","386","1509","86","225","06-12-2020 11:00:04"
"09086","671","790","175","145","813","328","1169","55","237","06-12-2020 11:00:04"
"09087","627","681","140","116","690","362","1092","68","148","06-12-2020 11:00:04"
"09088","860","1053","218","144","1043","508","1585","63","265","06-12-2020 11:00:04"
"09089","695","842","186","115","845","391","1239","55","243","06-12-2020 11:00:04"
"09090","745","869","175","126","879","434","1300","79","235","06-12-2020 11:00:04"
"09091","886","1017","197","180","1053","473","1565","51","287","06-12-2020 11:00:04"
"09092","936","1017","199","183","1092","479","1644","65","244","06-12-2020 11:00:04"
"09093","609","713","129","124","734","335","1152","50","120","06-12-2020 11:00:04"
"09094","998","1087","199","209","1209","468","1713","98","274","06-12-2020 11:00:04"
"09095","1039","1131","278","200","1280","412","1761","98","311","06-12-2020 11:00:04"
"09156","591","673","145","66","584","469","1124","33","107","06-12-2020 11:00:04"
"10001","798","831","163","147","963","356","1227","113","289","06-12-2020 11:00:04"
"10002","853","915","194","138","1120","316","1401","150","217","06-12-2020 11:00:04"
"10003","760","827","180","155","929","323","1268","90","229","06-12-2020 11:00:04"
"10004","709","873","207","105","859","411","1292","82","208","06-12-2020 11:00:04"
"10005","749","938","153","117","958","459","1400","71","216","06-12-2020 11:00:04"
"10006","885","992","218","154","1102","403","1531","104","242","06-12-2020 11:00:04"
"10007","637","678","133","95","684","403","1168","50","97","06-12-2020 11:00:04"
"10008","806","960","164","143","994","465","1323","132","311","06-12-2020 11:00:04"
"10009","769","862","151","118","968","394","1250","141","240","06-12-2020 11:00:04"
"10010","828","931","179","143","1065","372","1313","131","315","06-12-2020 11:00:04"
"10011","551","634","107","94","711","273","965","85","135","06-12-2020 11:00:04"
"10012","871","958","188","159","1035","447","1429","134","266","06-12-2020 11:00:04"
"10013","633","769","165","112","813","312","1119","101","182","06-12-2020 11:00:04"
"10014","711","812","146","121","927","329","1089","159","275","06-12-2020 11:00:04"
"10015","940","1007","197","147","1169","434","1459","143","345","06-12-2020 11:00:04"
"10016","610","635","108","96","719","322","977","78","190","06-12-2020 11:00:04"
"10017","772","921","183","136","921","453","1294","96","303","06-12-2020 11:00:04"
"10018","691","779","164","117","925","264","1045","137","288","06-12-2020 11:00:04"
"10019","736","849","146","103","934","402","1293","98","194","06-12-2020 11:00:04"
"10020","709","783","159","115","796","422","1201","66","225","06-12-2020 11:00:04"
"10021","664","720","146","126","812","300","1097","83","204","06-12-2020 11:00:04"
"10022","638","742","135","134","862","249","1066","99","215","06-12-2020 11:00:04"
"10023","661","797","161","132","811","354","1159","113","186","06-12-2020 11:00:04"
"10024","710","742","189","134","858","271","1181","75","196","06-12-2020 11:00:04"
"10025","618","756","152","115","819","288","1082","91","201","06-12-2020 11:00:04"
"10026","734","809","196","139","916","292","1175","107","261","06-12-2020 11:00:04"
"10027","697","792","150","141","835","363","1300","68","121","06-12-2020 11:00:04"
"10028","884","934","180","217","1076","345","1493","70","255","06-12-2020 11:00:04"
"10029","689","743","176","131","812","313","1214","80","138","06-12-2020 11:00:04"
"10030","824","935","203","149","926","481","1552","61","146","06-12-2020 11:00:04"
"10031","757","793","155","95","959","341","1230","103","217","06-12-2020 11:00:04"
"10032","666","711","153","136","889","199","1165","93","119","06-12-2020 11:00:04"
"10033","384","479","51","88","399","325","822","20","21","06-12-2020 11:00:04"
"10034","817","900","228","134","865","490","1487","54","176","06-12-2020 11:00:04"
"10035","984","1023","286","246","1116","359","1879","41","87","06-12-2020 11:00:04"
"10036","714","718","220","197","885","130","1215","106","111","06-12-2020 11:00:04"
"10037","495","551","127","93","636","190","756","82","208","06-12-2020 11:00:04"
"10038","764","840","159","153","998","294","1254","159","191","06-12-2020 11:00:04"
"10039","887","997","243","168","1163","310","1373","224","287","06-12-2020 11:00:04"
"10040","907","945","187","163","1090","412","1391","119","342","06-12-2020 11:00:04"
"10041","814","876","202","143","980","365","1283","138","269","06-12-2020 11:00:04"
"10042","1473","1603","568","191","1878","439","2334","268","474","06-12-2020 11:00:04"
"10043","1201","1214","336","307","1541","231","1495","393","527","06-12-2020 11:00:04"
"10044","735","819","147","113","874","420","1230","163","161","06-12-2020 11:00:04"
"10045","637","686","152","98","773","300","1059","139","125","06-12-2020 11:00:04"
"10046","576","648","105","77","688","354","967","101","156","06-12-2020 11:00:04"
"10047","852","920","141","130","1060","441","1327","193","252","06-12-2020 11:00:04"
"10048","835","857","210","158","997","327","1265","210","217","06-12-2020 11:00:04"
"10049","658","662","144","110","725","341","1081","108","131","06-12-2020 11:00:04"
"10050","738","839","151","144","905","377","1312","104","161","06-12-2020 11:00:04"
"10051","794","841","224","146","939","326","1286","188","161","06-12-2020 11:00:04"
"10052","1221","1228","381","302","1513","253","1914","323","212","06-12-2020 11:00:04"
"10053","861","897","197","221","1009","331","1454","185","119","06-12-2020 11:00:04"
"10054","459","502","127","137","546","151","765","110","86","06-12-2020 11:00:04"
"10055","1308","1336","337","407","1425","475","2101","340","203","06-12-2020 11:00:04"
"10056","969","975","281","130","1321","212","1276","351","317","06-12-2020 11:00:04"
"10057","716","737","199","87","932","235","1035","215","203","06-12-2020 11:00:04"
"10058","583","576","153","80","744","182","863","140","156","06-12-2020 11:00:04"
"10059","843","927","241","121","1120","288","1217","298","255","06-12-2020 11:00:04"
"10060","848","843","220","155","1128","188","1158","246","287","06-12-2020 11:00:04"
"10061","851","924","232","131","976","436","1499","150","126","06-12-2020 11:00:04"
"10062","751","789","209","153","891","287","1274","129","137","06-12-2020 11:00:04"
"10063","572","607","132","95","678","274","976","112","91","06-12-2020 11:00:04"
"10064","821","894","238","138","1065","274","1267","245","203","06-12-2020 11:00:04"
"10065","763","834","237","117","974","269","1296","185","116","06-12-2020 11:00:04"
"10066","1038","1075","330","233","1201","349","1687","215","211","06-12-2020 11:00:04"
"10067","913","992","370","251","1117","167","1568","204","133","06-12-2020 11:00:04"
"10068","829","852","307","202","978","194","1434","141","106","06-12-2020 11:00:04"
"10069","1341","1459","582","223","1659","336","2213","292","295","06-12-2020 11:00:04"
"10070","784","877","184","143","1043","291","1305","192","164","06-12-2020 11:00:04"
"10071","895","943","237","193","1069","339","1612","125","101","06-12-2020 11:00:04"
"10072","1009","1022","330","187","1201","313","1575","234","222","06-12-2020 11:00:04"
"10073","716","772","175","132","789","392","1253","93","142","06-12-2020 11:00:04"
"10074","812","863","207","155","1018","295","1278","178","219","06-12-2020 11:00:04"
"10075","782","800","194","157","932","299","1231","155","196","06-12-2020 11:00:04"
"10076","1110","1162","483","88","1570","131","1938","140","194","06-12-2020 11:00:04"
"10077","941","935","352","219","1097","208","1537","200","139","06-12-2020 11:00:04"
"10078","1214","1247","533","247","1431","250","1921","279","261","06-12-2020 11:00:04"
"10079","847","916","240","200","987","336","1488","129","146","06-12-2020 11:00:04"
"10080","1130","1146","509","234","1287","246","1367","396","513","06-12-2020 11:00:04"
"10081","1086","1068","308","215","1276","355","1455","114","585","06-12-2020 11:00:04"
"10082","1033","950","349","238","1172","224","1083","72","828","06-12-2020 11:00:04"
"10083","1315","1007","435","305","1353","229","1156","46","1120","06-12-2020 11:00:04"
"10084","837","830","235","172","1002","258","1063","54","550","06-12-2020 11:00:04"
"10085","1098","1038","359","249","1220","308","1315","68","753","06-12-2020 11:00:04"
"10086","1013","991","292","238","1143","331","1410","59","535","06-12-2020 11:00:04"
"10087","935","944","275","203","1060","341","1327","58","494","06-12-2020 11:00:04"
"10088","841","851","184","182","969","357","1454","30","208","06-12-2020 11:00:04"
"10089","2637","1654","536","461","2933","361","1623","326","2342","06-12-2020 11:00:04"
"10090","716","791","204","156","881","266","1094","60","353","06-12-2020 11:00:04"
"10091","986","1016","249","191","1097","465","1595","93","314","06-12-2020 11:00:04"
"10092","685","783","112","111","786","459","1291","29","148","06-12-2020 11:00:04"
"10093","516","549","88","82","547","348","962","28","75","06-12-2020 11:00:04"
"10094","1551","1526","626","177","2034","240","2222","355","500","06-12-2020 11:00:04"
"10095","639","652","179","107","822","183","1042","85","164","06-12-2020 11:00:04"
"10096","761","872","264","157","982","230","1284","159","190","06-12-2020 11:00:04"
"10097","750","851","267","142","902","290","1364","118","119","06-12-2020 11:00:04"
"10098","842","939","168","204","1106","303","1622","68","91","06-12-2020 11:00:04"
"10099","532","614","149","145","655","197","1033","16","97","06-12-2020 11:00:04"
"10100","811","906","244","127","964","382","1330","118","269","06-12-2020 11:00:04"
"10101","855","830","271","162","1012","240","1211","136","338","06-12-2020 11:00:04"
"10102","1235","1376","313","236","1440","622","2162","83","366","06-12-2020 11:00:04"
"10103","1042","1159","208","189","1140","664","1940","59","202","06-12-2020 11:00:04"
"10104","749","843","140","120","1023","309","1477","32","83","06-12-2020 11:00:04"
"10105","1026","1195","244","265","1239","473","1966","48","207","06-12-2020 11:00:04"
"10106","478","551","99","96","537","297","908","24","97","06-12-2020 11:00:04"
"10107","745","800","205","134","923","283","1369","73","103","06-12-2020 11:00:04"
"10108","604","715","129","90","635","465","1185","30","104","06-12-2020 11:00:04"
"10109","778","885","211","140","863","449","1376","43","244","06-12-2020 11:00:04"
"10110","774","947","197","175","945","404","1418","46","257","06-12-2020 11:00:04"
"10111","624","691","152","123","702","338","1087","32","196","06-12-2020 11:00:04"
"10112","739","805","170","136","719","519","1405","28","111","06-12-2020 11:00:04"
"10113","573","618","148","125","713","205","959","55","177","06-12-2020 11:00:04"
"10114","721","777","198","142","867","291","1161","51","286","06-12-2020 11:00:04"
"10115","670","752","150","113","805","354","1148","70","204","06-12-2020 11:00:04"
"10116","861","1024","238","138","1020","489","1503","89","293","06-12-2020 11:00:04"
"10117","601","684","127","109","648","401","1107","43","135","06-12-2020 11:00:04"
"10118","473","530","126","95","470","312","944","11","48","06-12-2020 11:00:04"
"10119","542","626","126","84","647","311","975","26","167","06-12-2020 11:00:04"
"10120","657","813","149","158","822","341","1155","65","250","06-12-2020 11:00:04"
"10121","749","843","219","126","919","328","1295","70","227","06-12-2020 11:00:04"
"10122","708","776","133","142","797","412","1343","29","112","06-12-2020 11:00:04"
"10123","655","697","151","131","696","374","1176","54","122","06-12-2020 11:00:04"
"10124","537","584","129","98","628","266","999","22","100","06-12-2020 11:00:04"
"10125","519","557","120","90","516","350","959","21","96","06-12-2020 11:00:04"
"10126","482","532","96","99","530","289","920","5","89","06-12-2020 11:00:04"
"10127","503","510","156","105","567","185","921","21","71","06-12-2020 11:00:04"
"10128","731","863","169","121","805","499","1464","31","99","06-12-2020 11:00:04"
"10129","557","600","89","129","640","299","1060","14","83","06-12-2020 11:00:04"
"10130","577","629","135","97","657","317","988","51","167","06-12-2020 11:00:04"
"10131","520","596","80","88","605","343","1035","10","71","06-12-2020 11:00:04"
"10132","579","678","154","104","646","353","1058","24","175","06-12-2020 11:00:04"
"10133","815","918","184","154","869","526","1414","67","252","06-12-2020 11:00:04"
"10134","684","879","176","132","785","470","1314","55","194","06-12-2020 11:00:04"
"10135","594","649","178","107","616","342","1062","31","150","06-12-2020 11:00:04"
"10136","641","728","135","125","633","476","1186","17","166","06-12-2020 11:00:04"
"10137","768","821","174","148","834","433","1325","50","214","06-12-2020 11:00:04"
"10138","765","862","233","159","932","303","1288","50","289","06-12-2020 11:00:04"
"10139","828","900","219","153","955","401","1314","42","372","06-12-2020 11:00:04"
"10140","812","871","196","177","947","363","1281","40","362","06-12-2020 11:00:04"
"10141","536","588","138","116","587","283","982","22","120","06-12-2020 11:00:04"
"10142","783","847","204","147","932","347","1320","41","269","06-12-2020 11:00:04"
"10143","808","914","200","185","941","396","1409","52","261","06-12-2020 11:00:04"
"10234","836","1005","174","162","1025","480","1574","74","193","06-12-2020 11:00:04"
"10235","622","706","143","84","708","393","1091","76","161","06-12-2020 11:00:04"
"10236","759","864","159","117","773","574","1332","90","201","06-12-2020 11:00:04"
"10237","415","512","101","89","520","217","780","26","121","06-12-2020 11:00:04"
